playerId,periodType,period,date,teamId,opponentId,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,ot,shutouts,ties,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,decision,savePercentage,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,evenStrengthSavePercentage,win
8478009,singleSeason,20202021,,,,1271.78,,,,,22,,,,,,,,,,,,,,,,,3,3,,13,6,517,52,16,449,16,489,58,,0.918,21,563,46,89.65517241379311,91.8200408997955,
8478115,singleSeason,20202021,,,,501.03,5,7,16,61,42,43,0,0,3.7,474.5,16,43.03,1,0,0,0,22.83,12,2,12,696,,,,,,,,,,,,,,,,,,,,
8478445,singleSeason,20202021,,,,1029.78,28,17,48,134,55,22,1,8,137.6,890.65,48,43.42,1,0,0,0,1.53,13,15,45,1140,,,,,,,,,,,,,,,,,,,,
8479328,singleSeason,20202021,,,,289.28,6,2,14,38,30,56,0,0,7.25,281.98,14,50.0,0,0,0,0,0.05,9,-6,8,440,,,,,,,,,,,,,,,,,,,,
8480222,singleSeason,20202021,,,,40.05,1,1,2,4,3,1,0,0,0.23,39.82,2,0.0,0,0,0,0,0.0,2,-1,2,59,,,,,,,,,,,,,,,,,,,,
8480789,singleSeason,20202021,,,,544.98,9,12,21,94,44,57,4,10,76.42,467.85,21,41.66,1,0,0,0,0.72,14,2,21,730,,,,,,,,,,,,,,,,,,,,
8480865,singleSeason,20202021,,,,754.12,11,3,8,69,46,40,0,5,85.18,666.02,8,0.0,0,0,0,0,2.92,59,1,14,954,,,,,,,,,,,,,,,,,,,,
8481014,singleSeason,20202021,,,,931.83,5,1,21,71,54,138,0,1,40.13,845.82,21,0.0,0,0,0,0,45.88,60,1,6,1075,,,,,,,,,,,,,,,,,,,,
8479323,singleSeason,20202021,,,,1358.85,42,5,14,102,55,23,2,23,205.92,1009.8,14,0.0,1,0,1,2,143.13,102,19,47,1560,,,,,,,,,,,,,,,,,,,,
8480078,singleSeason,20202021,,,,555.45,14,8,10,76,42,15,0,0,26.83,527.78,10,42.76,0,0,0,0,0.83,19,9,22,746,,,,,,,,,,,,,,,,,,,,
8471218,singleSeason,20202021,,,,917.03,31,15,50,113,50,63,4,15,146.25,766.93,50,37.5,2,0,0,0,3.85,30,-17,46,1106,,,,,,,,,,,,,,,,,,,,
8471734,singleSeason,20202021,,,,1218.82,,,,,22,,,,,,,,,,,,,,,,,2,2,,11,9,508,72,26,410,26,461,79,,0.898,22,566,58,91.13924050632912,88.93709327548807,
8474009,singleSeason,20202021,,,,817.07,16,10,26,66,55,11,3,5,104.88,609.25,26,52.82,2,0,0,0,102.93,50,0,26,1031,,,,,,,,,,,,,,,,,,,,
8475184,singleSeason,20202021,,,,869.87,10,20,34,102,50,115,11,14,179.48,664.95,34,40.0,4,0,0,0,25.43,35,-1,30,1109,,,,,,,,,,,,,,,,,,,,
8475752,singleSeason,20202021,,,,621.82,5,6,16,56,38,81,0,1,73.38,468.38,16,40.0,0,0,1,1,80.05,41,-1,11,875,,,,,,,,,,,,,,,,,,,,
8475839,singleSeason,20202021,,,,57.7,,,,,1,,,,,,,,,,,,,,,,,0,0,,0,1,20,0,0,20,0,23,0,,0.87,1,23,3,,86.95652173913044,
8476389,singleSeason,20202021,,,,856.62,26,17,20,123,47,107,7,18,138.12,669.93,20,56.04,2,0,0,0,48.57,28,-3,43,1041,,,,,,,,,,,,,,,,,,,,
8476459,singleSeason,20202021,,,,1125.62,26,24,18,171,56,75,10,14,206.95,786.22,18,46.32,7,1,2,4,132.45,44,2,50,1381,,,,,,,,,,,,,,,,,,,,
8476624,singleSeason,20202021,,,,831.63,14,6,52,72,55,111,0,0,2.62,695.53,52,50.0,1,0,0,0,133.48,27,16,20,1130,,,,,,,,,,,,,,,,,,,,
8476885,singleSeason,20202021,,,,816.67,10,2,22,70,38,111,0,1,59.28,672.2,22,0.0,1,0,0,0,85.18,84,3,12,1034,,,,,,,,,,,,,,,,,,,,
8476918,singleSeason,20202021,,,,635.42,5,5,10,58,50,38,0,0,21.8,556.58,10,25.0,1,0,0,1,57.03,19,-14,10,874,,,,,,,,,,,,,,,,,,,,
8476979,singleSeason,20202021,,,,484.67,11,1,0,33,29,21,0,5,68.28,415.98,0,0.0,0,0,0,0,0.4,21,-1,12,626,,,,,,,,,,,,,,,,,,,,
8477380,singleSeason,20202021,,,,56.67,0,1,4,7,5,4,0,0,1.57,55.1,4,0.0,0,0,0,0,0.0,2,0,1,91,,,,,,,,,,,,,,,,,,,,
8478048,singleSeason,20202021,,,,1899.02,,,,,35,,,,,,,,,,,,,,,,,3,2,,16,14,904,120,24,760,24,821,142,,0.916,31,987,83,84.50704225352112,92.5700365408039,
8478550,singleSeason,20202021,,,,825.0,41,17,6,106,42,13,5,18,167.92,656.43,6,0.0,1,0,0,0,0.65,7,14,58,890,,,,,,,,,,,,,,,,,,,,
8479324,singleSeason,20202021,,,,1019.73,15,1,35,65,51,98,0,0,5.1,886.8,35,0.0,0,0,0,1,127.83,50,20,16,1386,,,,,,,,,,,,,,,,,,,,
8480817,singleSeason,20202021,,,,1118.82,7,5,20,62,53,93,0,1,53.88,976.47,20,0.0,1,0,0,1,88.47,77,9,12,1398,,,,,,,,,,,,,,,,,,,,
8481554,singleSeason,20202021,,,,688.68,8,9,10,81,48,14,2,3,63.38,625.3,10,42.85,0,0,0,0,0.0,16,3,17,896,,,,,,,,,,,,,,,,,,,,
8481708,singleSeason,20202021,,,,149.83,4,0,2,12,10,8,0,1,8.03,140.17,2,0.0,0,0,0,0,1.63,8,-2,4,202,,,,,,,,,,,,,,,,,,,,
8482067,singleSeason,20202021,,,,84.97,2,1,20,4,6,8,0,0,2.4,74.37,20,0.0,0,0,0,0,8.2,0,3,3,125,,,,,,,,,,,,,,,,,,,,
8482109,singleSeason,20202021,,,,777.42,9,12,8,67,56,43,0,0,71.62,705.43,8,41.93,4,1,0,0,0.37,11,-7,21,1020,,,,,,,,,,,,,,,,,,,,
8471686,singleSeason,20202021,,,,1030.93,7,3,20,53,56,58,0,0,5.1,910.78,20,0.0,0,0,0,0,115.05,45,-5,10,1318,,,,,,,,,,,,,,,,,,,,
8475176,singleSeason,20202021,,,,831.85,13,5,10,75,35,21,2,4,75.9,667.47,10,0.0,0,0,0,0,88.48,63,1,18,974,,,,,,,,,,,,,,,,,,,,
8477499,singleSeason,20202021,,,,1092.0,14,4,36,73,49,193,1,7,89.07,892.23,36,0.0,0,0,0,0,110.7,68,-18,18,1194,,,,,,,,,,,,,,,,,,,,
8474715,singleSeason,20202021,,,,1060.3,19,15,4,158,56,22,1,9,121.43,840.5,4,23.33,2,0,4,4,98.37,30,-16,34,1322,,,,,,,,,,,,,,,,,,,,
8475235,singleSeason,20202021,,,,554.57,5,5,53,65,49,136,0,0,1.63,545.48,53,25.0,2,0,0,0,7.45,20,-7,10,782,,,,,,,,,,,,,,,,,,,,
8476461,singleSeason,20202021,,,,869.77,23,18,8,120,45,34,3,10,117.68,660.52,8,56.93,4,0,0,0,91.57,22,-4,41,1161,,,,,,,,,,,,,,,,,,,,
8476872,singleSeason,20202021,,,,817.28,11,9,39,89,53,141,0,0,6.35,711.07,39,48.95,1,1,1,1,99.87,34,13,20,1166,,,,,,,,,,,,,,,,,,,,
8477361,singleSeason,20202021,,,,2015.85,,,,,35,,,,,,,,,,,,,,,,,5,0,,9,18,998,154,34,810,37,885,173,,0.911,32,1095,97,89.01734104046243,91.52542372881356,
8477903,singleSeason,20202021,,,,689.92,12,6,66,62,56,179,0,0,1.93,614.55,66,41.66,0,0,0,1,73.43,30,7,18,996,,,,,,,,,,,,,,,,,,,,
8477948,singleSeason,20202021,,,,1203.75,12,3,23,100,55,48,0,0,30.37,1057.0,23,0.0,1,1,0,0,116.38,73,-22,15,1596,,,,,,,,,,,,,,,,,,,,
8478011,singleSeason,20202021,,,,13.97,0,0,0,2,1,3,0,0,0.02,11.82,0,0.0,0,0,0,0,2.13,1,-1,0,18,,,,,,,,,,,,,,,,,,,,
8478439,singleSeason,20202021,,,,794.8,23,11,26,100,50,55,4,11,114.0,679.8,26,33.33,1,0,0,0,1.0,16,-5,34,1096,,,,,,,,,,,,,,,,,,,,
8479394,singleSeason,20202021,,,,1456.32,,,,,27,,,,,,,,,,,,,,,,,5,1,,9,11,632,83,22,527,24,591,106,,0.877,25,721,89,78.30188679245283,89.17089678510999,
8480015,singleSeason,20202021,,,,516.65,11,7,6,86,45,59,2,3,35.13,481.43,6,66.66,2,0,0,0,0.08,5,-5,18,683,,,,,,,,,,,,,,,,,,,,
8480028,singleSeason,20202021,,,,20.47,0,0,0,0,2,0,0,0,1.57,18.9,0,50.0,0,0,0,0,0.0,0,0,0,31,,,,,,,,,,,,,,,,,,,,
8480336,singleSeason,20202021,,,,853.9,13,5,18,92,47,43,0,1,72.93,719.6,18,0.0,0,0,0,0,61.37,72,-13,18,1044,,,,,,,,,,,,,,,,,,,,
8480797,singleSeason,20202021,,,,881.0,18,20,28,122,55,48,3,7,109.92,689.5,28,40.0,1,0,0,0,81.58,21,0,38,1233,,,,,,,,,,,,,,,,,,,,
8481178,singleSeason,20202021,,,,34.13,0,0,0,5,2,1,0,0,0.32,33.82,0,0.0,0,0,0,0,0.0,1,1,0,46,,,,,,,,,,,,,,,,,,,,
8481546,singleSeason,20202021,,,,59.35,0,0,0,1,3,1,0,0,7.12,52.23,0,0.0,0,0,0,0,0.0,2,-1,0,76,,,,,,,,,,,,,,,,,,,,
8477968,singleSeason,20202021,,,,1392.03,,,,,23,,,,,,,,,,,,,,,,,3,3,,15,5,604,68,18,518,20,552,76,,0.932,23,648,44,89.47368421052632,93.84057971014492,
8470604,singleSeason,20202021,,,,894.52,13,17,22,154,54,41,2,5,110.45,724.42,22,48.72,1,0,0,0,59.65,30,3,30,1218,,,,,,,,,,,,,,,,,,,,
8471215,singleSeason,20202021,,,,585.45,20,8,24,72,33,18,4,9,104.85,478.87,24,42.45,0,0,0,0,1.73,12,-4,28,742,,,,,,,,,,,,,,,,,,,,
8471675,singleSeason,20202021,,,,1121.9,38,24,26,159,55,44,5,22,166.57,946.97,26,53.56,5,2,1,1,8.37,28,8,62,1392,,,,,,,,,,,,,,,,,,,,
8471724,singleSeason,20202021,,,,1355.67,38,7,32,132,55,92,1,15,169.25,1099.78,32,0.0,2,1,0,1,86.63,65,19,45,1487,,,,,,,,,,,,,,,,,,,,
8474189,singleSeason,20202021,,,,719.07,15,8,21,69,44,36,0,4,38.52,592.8,21,50.37,2,0,0,0,87.75,16,-1,23,947,,,,,,,,,,,,,,,,,,,,
8474578,singleSeason,20202021,,,,1226.82,14,8,18,110,52,20,3,8,152.63,1011.65,18,0.0,1,0,0,1,62.53,69,-18,22,1420,,,,,,,,,,,,,,,,,,,,
8475191,singleSeason,20202021,,,,947.03,11,14,18,124,53,46,4,5,122.97,733.03,18,0.0,1,1,2,2,91.03,20,10,25,1181,,,,,,,,,,,,,,,,,,,,
8475810,singleSeason,20202021,,,,1104.55,20,22,18,154,56,62,6,11,155.9,928.45,18,50.0,6,0,0,0,20.2,30,9,42,1387,,,,,,,,,,,,,,,,,,,,
8476442,singleSeason,20202021,,,,391.85,2,5,4,45,28,25,0,0,3.23,310.8,4,57.14,0,0,0,0,77.82,19,-4,7,547,,,,,,,,,,,,,,,,,,,,
8476483,singleSeason,20202021,,,,926.98,19,9,12,144,52,65,0,4,111.95,813.67,12,33.33,1,0,0,0,1.37,16,-14,28,1152,,,,,,,,,,,,,,,,,,,,
8476994,singleSeason,20202021,,,,319.13,8,4,8,33,26,37,0,0,6.83,304.18,8,15.0,0,0,0,0,8.12,3,0,12,407,,,,,,,,,,,,,,,,,,,,
8477244,singleSeason,20202021,,,,249.78,2,0,14,16,17,32,0,0,0.5,219.2,14,0.0,0,0,0,0,30.08,13,3,2,352,,,,,,,,,,,,,,,,,,,,
8477404,singleSeason,20202021,,,,1134.97,34,23,28,141,56,43,6,18,169.02,962.92,28,25.0,7,1,0,1,3.03,32,7,57,1403,,,,,,,,,,,,,,,,,,,,
8477435,singleSeason,20202021,,,,1029.02,13,2,55,101,54,77,0,0,2.77,847.3,55,0.0,0,0,0,0,178.95,91,15,15,1248,,,,,,,,,,,,,,,,,,,,
8477465,singleSeason,20202021,,,,2185.3,,,,,39,,,,,,,,,,,,,,,,,3,2,,25,9,1000,121,36,843,38,918,144,,0.909,38,1100,100,84.02777777777779,91.83006535947712,
8477969,singleSeason,20202021,,,,774.8,7,2,22,46,47,51,0,0,11.73,727.63,22,0.0,0,0,0,0,35.43,39,8,9,985,,,,,,,,,,,,,,,,,,,,
8478569,singleSeason,20202021,,,,631.13,7,4,9,68,41,91,1,3,18.6,502.92,9,52.4,1,0,0,1,109.62,63,0,11,847,,,,,,,,,,,,,,,,,,,,
8480058,singleSeason,20202021,,,,268.62,4,1,6,27,16,22,0,0,6.52,252.38,6,0.0,0,0,0,0,9.72,7,1,5,358,,,,,,,,,,,,,,,,,,,,
8482055,singleSeason,20202021,,,,89.53,1,0,2,8,10,6,0,0,13.18,73.47,2,50.0,0,0,0,0,2.88,2,-2,1,121,,,,,,,,,,,,,,,,,,,,
8482241,singleSeason,20202021,,,,72.23,2,2,4,8,8,7,0,1,7.1,65.13,4,62.5,1,0,0,0,0.0,0,4,4,107,,,,,,,,,,,,,,,,,,,,
8473473,singleSeason,20202021,,,,763.18,13,10,46,74,56,139,2,2,83.32,678.48,46,27.27,0,0,0,0,1.38,12,-8,23,1023,,,,,,,,,,,,,,,,,,,,
8476891,singleSeason,20202021,,,,730.52,15,5,22,80,37,19,1,7,101.05,616.88,22,0.0,1,0,0,0,12.58,34,11,20,951,,,,,,,,,,,,,,,,,,,,
8473419,singleSeason,20202021,,,,1002.25,40,29,46,143,53,66,4,18,170.95,746.42,46,31.42,5,1,4,7,84.88,11,26,69,1234,,,,,,,,,,,,,,,,,,,,
8474031,singleSeason,20202021,,,,1166.3,13,2,28,93,55,57,1,5,115.5,1013.28,28,0.0,0,0,0,0,37.52,58,-8,15,1391,,,,,,,,,,,,,,,,,,,,
8474037,singleSeason,20202021,,,,926.45,26,17,14,132,56,40,10,12,151.08,774.0,14,50.0,1,0,0,0,1.37,16,2,43,1221,,,,,,,,,,,,,,,,,,,,
8475745,singleSeason,20202021,,,,830.75,10,6,20,79,51,57,0,2,67.43,665.18,20,48.32,2,0,1,1,98.13,24,-4,16,1067,,,,,,,,,,,,,,,,,,,,
8475762,singleSeason,20202021,,,,1161.57,10,2,35,67,56,80,0,0,4.75,1005.07,35,0.0,0,0,0,0,151.75,115,1,12,1465,,,,,,,,,,,,,,,,,,,,
8476854,singleSeason,20202021,,,,396.53,4,2,16,29,18,9,0,1,14.32,350.88,16,0.0,0,0,0,0,31.33,19,-1,6,479,,,,,,,,,,,,,,,,,,,,
8476999,singleSeason,20202021,,,,1117.08,,,,,20,,,,,,,,,,,,,,,,,3,0,,9,6,542,74,7,461,8,497,86,,0.917,20,591,49,86.04651162790698,92.75653923541248,
8477887,singleSeason,20202021,,,,36.38,0,0,2,5,4,7,0,0,0.0,36.33,2,69.56,0,0,0,0,0.05,2,0,0,51,,,,,,,,,,,,,,,,,,,,
8477956,singleSeason,20202021,,,,893.48,28,20,24,176,48,35,6,14,167.57,724.47,24,28.57,3,0,0,0,1.45,13,10,48,997,,,,,,,,,,,,,,,,,,,,
8478046,singleSeason,20202021,,,,634.87,7,7,0,76,43,32,1,1,38.92,541.12,0,14.28,1,0,0,0,54.83,30,-9,14,866,,,,,,,,,,,,,,,,,,,,
8478401,singleSeason,20202021,,,,857.75,18,17,10,103,50,42,5,11,133.62,657.33,10,51.48,4,2,0,0,66.8,10,-11,35,1168,,,,,,,,,,,,,,,,,,,,
8478443,singleSeason,20202021,,,,505.15,1,3,12,43,27,38,0,0,0.92,429.28,12,0.0,1,0,0,0,74.95,35,1,4,656,,,,,,,,,,,,,,,,,,,,
8478498,singleSeason,20202021,,,,610.65,9,5,6,92,41,33,2,3,56.47,525.2,6,40.0,1,0,0,0,28.98,20,1,14,788,,,,,,,,,,,,,,,,,,,,
8479325,singleSeason,20202021,,,,1223.78,25,5,38,92,51,65,1,8,101.1,1000.12,38,0.0,0,0,0,1,122.57,80,22,30,1467,,,,,,,,,,,,,,,,,,,,
8479365,singleSeason,20202021,,,,472.72,1,4,65,44,42,61,0,0,11.57,450.05,65,52.85,3,0,0,0,11.1,15,-8,5,645,,,,,,,,,,,,,,,,,,,,
8479546,singleSeason,20202021,,,,40.22,0,0,2,6,3,11,0,0,1.65,38.57,2,0.0,0,0,0,0,0.0,1,-1,0,52,,,,,,,,,,,,,,,,,,,,
8479987,singleSeason,20202021,,,,352.33,6,3,10,30,36,28,2,2,38.43,310.45,10,52.48,0,0,0,0,3.45,6,1,9,477,,,,,,,,,,,,,,,,,,,,
8480070,singleSeason,20202021,,,,586.08,4,3,14,23,39,18,0,0,3.9,568.67,14,0.0,0,0,0,0,13.52,37,-10,7,745,,,,,,,,,,,,,,,,,,,,
8480280,singleSeason,20202021,,,,601.72,,,,,10,,,,,,,,,,,,,,,,,0,2,,7,3,256,27,8,221,9,232,30,,0.945,10,271,15,90.0,95.25862068965517,
8477480,singleSeason,20202021,,,,60.0,,,,,1,,,,,,,,,,,,,,,,,0,0,,1,0,30,8,0,22,0,23,10,,0.909,1,33,3,80.0,95.65217391304348,
8480807,singleSeason,20202021,,,,216.37,2,0,4,10,12,20,0,0,0.0,194.75,4,0.0,0,0,0,0,21.62,10,-8,2,249,,,,,,,,,,,,,,,,,,,,
8473446,singleSeason,20202021,,,,53.7,1,0,2,5,4,7,0,0,1.97,41.75,2,0.0,0,0,0,0,9.98,5,2,1,71,,,,,,,,,,,,,,,,,,,,
8473449,singleSeason,20202021,,,,485.85,11,2,0,45,35,29,0,0,20.43,426.88,0,54.16,0,0,1,2,38.53,14,-1,13,651,,,,,,,,,,,,,,,,,,,,
8475784,singleSeason,20202021,,,,769.62,7,7,14,111,53,20,1,1,66.23,702.38,14,46.66,0,0,0,0,1.0,12,-11,14,990,,,,,,,,,,,,,,,,,,,,
8477365,singleSeason,20202021,,,,801.53,6,1,38,48,44,108,0,0,3.4,738.07,38,0.0,0,0,0,1,60.07,52,10,7,1055,,,,,,,,,,,,,,,,,,,,
8477949,singleSeason,20202021,,,,925.45,15,18,28,142,55,52,2,4,111.17,772.88,28,37.5,3,0,0,0,41.4,36,16,33,1169,,,,,,,,,,,,,,,,,,,,
8478109,singleSeason,20202021,,,,973.98,19,13,6,129,56,17,7,15,166.53,806.35,6,50.0,0,0,0,0,1.1,12,-23,32,1158,,,,,,,,,,,,,,,,,,,,
8478413,singleSeason,20202021,,,,884.5,26,6,49,80,56,87,0,1,27.95,792.85,49,48.48,0,0,0,0,63.7,28,5,32,1073,,,,,,,,,,,,,,,,,,,,
8479370,singleSeason,20202021,,,,762.63,10,7,24,92,54,45,0,0,16.38,637.3,24,46.82,1,0,0,0,108.95,19,14,17,1018,,,,,,,,,,,,,,,,,,,,
8479420,singleSeason,20202021,,,,527.17,6,8,17,96,38,25,2,3,47.75,478.32,17,25.0,0,0,0,0,1.1,8,-6,14,699,,,,,,,,,,,,,,,,,,,,
8479999,singleSeason,20202021,,,,651.17,12,10,10,61,41,9,3,6,91.17,549.78,10,48.98,2,0,1,2,10.22,12,-10,22,845,,,,,,,,,,,,,,,,,,,,
8480035,singleSeason,20202021,,,,845.5,5,3,4,50,46,47,0,0,5.22,794.93,4,0.0,0,0,0,0,45.35,53,-11,8,974,,,,,,,,,,,,,,,,,,,,
8480045,singleSeason,20202021,,,,216.7,,,,,4,,,,,,,,,,,,,,,,,0,0,,1,3,135,19,0,116,0,128,21,,0.906,4,149,14,90.47619047619048,90.625,
8480196,singleSeason,20202021,,,,723.73,8,1,12,24,38,32,0,1,15.03,628.1,12,0.0,0,0,0,2,80.6,43,-1,9,823,,,,,,,,,,,,,,,,,,,,
8480839,singleSeason,20202021,,,,1210.05,18,5,26,115,56,80,1,11,171.85,1033.53,26,0.0,0,0,0,0,4.67,45,-36,23,1242,,,,,,,,,,,,,,,,,,,,
8481522,singleSeason,20202021,,,,45.73,1,0,0,1,4,4,0,0,3.0,42.73,0,66.66,0,0,0,0,0.0,1,1,1,59,,,,,,,,,,,,,,,,,,,,
8481528,singleSeason,20202021,,,,588.6,9,4,16,62,41,30,1,1,70.28,516.85,16,47.52,0,0,0,0,1.47,11,-15,13,755,,,,,,,,,,,,,,,,,,,,
8475233,singleSeason,20202021,,,,1071.68,5,1,24,69,54,132,0,0,7.08,962.12,24,0.0,1,0,0,1,102.48,109,-27,6,1321,,,,,,,,,,,,,,,,,,,,
8481523,singleSeason,20202021,,,,334.28,8,2,4,26,18,7,1,1,59.98,252.48,4,40.31,0,0,0,0,21.82,12,-3,10,364,,,,,,,,,,,,,,,,,,,,
